"RelationID","ProductID","ProductID:製品名","MaterialID","MaterialID:MaterialsName","QuantityPerUnit","UnitType"
"PM-T31706-336701","T31706","ﾌﾞﾘｰﾁA(ｴｰｽ) 5KGX2","336701","BINT ｲｵﾝ交換水","5","KG"
"PM-T31706-933170","T31706","ﾌﾞﾘｰﾁA(ｴｰｽ) 5KGX2","933170","BTL ﾌﾞﾘｰﾁA 5KGX2(G)","2","EA"
"PM-T31706-5265567","T31706","ﾌﾞﾘｰﾁA(ｴｰｽ) 5KGX2","5265567","CTN ﾌﾞﾘｰﾁA 5KGX2JDSAN","1","EA"
"PM-T31706-960340","T31706","ﾌﾞﾘｰﾁA(ｴｰｽ) 5KGX2","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","2","EA"
"PM-T34831-342389","T34831","PSｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ 5KGX3","342389","■次亜塩素酸ｿｰﾀﾞ","7.5","KG"
"PM-T34831-336701","T34831","PSｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ 5KGX3","336701","BINT ｲｵﾝ交換水","7.5","KG"
"PM-T34831-5265568","T34831","PSｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ 5KGX3","5265568","BTL PSｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ 5L(G)","3","EA"
"PM-T34831-960340","T34831","PSｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ 5KGX3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-T34831-5265569","T34831","PSｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ 5KGX3","5265569","CTN PSｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ 5LX3","1","EA"
"PM-T34841-934490","T34841","PS ｼﾞｮｷﾝﾖｳｱﾙｺｰﾙ 5LX3","934490","BTLﾌﾟﾛｾﾝﾃ除菌ｱﾙｺｰﾙ5Lﾗﾍﾞﾙﾂｷ(N","3","EA"
"PM-T34841-960340","T34841","PS ｼﾞｮｷﾝﾖｳｱﾙｺｰﾙ 5LX3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-T34841-998100","T34841","PS ｼﾞｮｷﾝﾖｳｱﾙｺｰﾙ 5LX3","998100","CTN ﾌﾟﾛｾﾝﾃ除菌用ｱﾙｺｰﾙ 5LX3","1","EA"
"PM-T34841-JB65","T34841","PS ｼﾞｮｷﾝﾖｳｱﾙｺｰﾙ 5LX3","JB65","BI ｱﾙﾃｨｰ75","13.32","KG"
"PM-T36503-960340","T36503","ｱﾙﾃｨｰ75 5LX2","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","2","EA"
"PM-T36503-998090","T36503","ｱﾙﾃｨｰ75 5LX2","998090","CTN ｱﾙﾃｨｰ 5LX2","1","EA"
"PM-T36503-934480","T36503","ｱﾙﾃｨｰ75 5LX2","934480","BTL ｱﾙﾃｨｰ75 5L ﾗﾍﾞﾙﾂｷ(N)","2","EA"
"PM-T36503-JB65","T36503","ｱﾙﾃｨｰ75 5LX2","JB65","BI ｱﾙﾃｨｰ75","8.88","KG"
"PM-T31703-342389","T31703","ﾌﾞﾘｰﾁ 2KGX6","342389","■次亜塩素酸ｿｰﾀﾞ","6","KG"
"PM-T31703-336701","T31703","ﾌﾞﾘｰﾁ 2KGX6","336701","BINT ｲｵﾝ交換水","6","KG"
"PM-T31703-5265564","T31703","ﾌﾞﾘｰﾁ 2KGX6","5265564","BTL ﾌﾞﾘｰﾁ 2KG(G)","6","EA"
"PM-T31703-5265565","T31703","ﾌﾞﾘｰﾁ 2KGX6","5265565","CTN ﾌﾞﾘｰﾁ 2KGX6","1","EA"
"PM-T31703-960340","T31703","ﾌﾞﾘｰﾁ 2KGX6","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","6","EA"
"PM-T41931-TB88","T41931","JWS-10DHE 10LX1","TB88","BI ﾌﾟﾛﾎﾞｰｽﾄ","12","KG"
"PM-T41931-911050","T41931","JWS-10DHE 10LX1","911050","LBL JWS-10DHE 10L","1","EA"
"PM-T41931-932550","T41931","JWS-10DHE 10LX1","932550","BTL 10Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","1","EA"
"PM-T41931-3004605","T41931","JWS-10DHE 10LX1","3004605","CAP 10Lｶﾞｽﾇｷｷｬｯﾌﾟｷｲﾛ","1","EA"
"PM-T41932-TB88","T41932","JWS-20DHE 20LX1","TB88","BI ﾌﾟﾛﾎﾞｰｽﾄ","24","KG"
"PM-T41932-911060","T41932","JWS-20DHE 20LX1","911060","LBL JWS-20DHE 20L","1","EA"
"PM-T41932-932540","T41932","JWS-20DHE 20LX1","932540","BTL 20Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","1","EA"
"PM-T41932-3516037","T41932","JWS-20DHE 20LX1","3516037","CAP 20Lｶﾞｽﾇｷｷｬｯﾌﾟｷｲﾛ","1","EA"
"PM-T40031-DB28","T40031","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ1 20LX1","DB28","BI Clax Hypo 4AL1","21.2","KG"
"PM-T40031-931740","T40031","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ1 20LX1","931740","BTL 20L NN ﾅﾁｭﾗﾙ","1","EA"
"PM-T40031-911030","T40031","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ1 20LX1","911030","LBL ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ1 20L","1","EA"
"PM-T40031-958958","T40031","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ1 20LX1","958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","1","EA"
"PM-T40031-2287578","T40031","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ1 20LX1","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.03125","EA"
"PM-T40032-DB27","T40032","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ2 20LX1","DB27","BI Clax Blue Sky 3SL2","23.5","KG"
"PM-T40032-931600","T40032","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ2 20LX1","931600","BTL 20L ﾍﾝﾍﾟｲ ﾅﾁｭﾗﾙ","1","EA"
"PM-T40032-911040","T40032","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ2 20LX1","911040","LBL ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ2 20L","1","EA"
"PM-T40032-958958","T40032","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ2 20LX1","958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","1","EA"
"PM-T40032-3045221","T40032","ELWｵﾌﾞﾂｼｮﾘｼｽﾃﾑ2 20LX1","3045221","CAP KC60550(20L共用)","1","EA"
"PM-T35112-DB21","T35112","ｼﾄ 5Lx2","DB21","BI Sito D5. 8","12.5","KG"
"PM-T35112-5265574","T35112","ｼﾄ 5Lx2","5265574","BTL ｼﾄ 5L(N)","2","EA"
"PM-T35112-5265575","T35112","ｼﾄ 5Lx2","5265575","CTN ｼﾄ 5LX2","1","EA"
"PM-T35112-960340","T35112","ｼﾄ 5Lx2","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","2","EA"
"PM-T35112-941960","T35112","ｼﾄ 5Lx2","941960","CAP ﾉｽﾞﾙｺｯｸ JDCNS (1X1)","2","EA"
"PM-T23506-932860","T23506","ﾃﾞﾗｲﾑ 5KGX2","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","2","EA"
"PM-T23506-965099","T23506","ﾃﾞﾗｲﾑ 5KGX2","965099","CTN ﾃﾞﾗｲﾑ 5KGX2","1","EA"
"PM-T23506-3006678","T23506","ﾃﾞﾗｲﾑ 5KGX2","3006678","ﾃﾞﾗｲﾑ5ﾗﾍﾞﾙ","2","EA"
"PM-T23506-JB19","T23506","ﾃﾞﾗｲﾑ 5KGX2","JB19","BI ｵﾌﾟﾁﾏﾑ281","10","KG"
"PM-T23506-960340","T23506","ﾃﾞﾗｲﾑ 5KGX2","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","2","EA"
"PM-T16110-DB20","T16110","L/S/R S 5Lx2","DB20","BI LSR-S","10.789","KG"
"PM-T16110-5265576","T16110","L/S/R S 5Lx2","5265576","BTL L/S/R/S 5L(N)","2","EA"
"PM-T16110-5265577","T16110","L/S/R S 5Lx2","5265577","CTN L/S/R/S 5L/2","1","EA"
"PM-T16110-960340","T16110","L/S/R S 5Lx2","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","2","EA"
"PM-T40034-913480","T40034","2/5Lﾎﾞﾄﾙﾌﾟｯｼｭﾎﾟﾝﾌﾟ10MLX6","913480","LBL 10ML ﾌﾟｯｼｭﾎﾟﾝﾌﾟｶｰﾄﾝﾖｳ","1","EA"
"PM-T40034-941990","T40034","2/5Lﾎﾞﾄﾙﾌﾟｯｼｭﾎﾟﾝﾌﾟ10MLX6","941990","CAP WELﾎﾞﾄﾙﾖｳﾊﾟｯｷﾝﾅｼ(2L/5L)","6","EA"
"PM-T40035-941990","T40035","2/5Lﾎﾞﾄﾙﾌﾟｯｼｭﾎﾟﾝﾌﾟ20MLX6","941990","CAP WELﾎﾞﾄﾙﾖｳﾊﾟｯｷﾝﾅｼ(2L/5L)","6","EA"
"PM-T40036-941990","T40036","2/5Lﾎﾞﾄﾙﾌﾟｯｼｭﾎﾟﾝﾌﾟ30MLX6","941990","CAP WELﾎﾞﾄﾙﾖｳﾊﾟｯｷﾝﾅｼ(2L/5L)","6","EA"
"PM-T42200-T20115","T42200","●MD DFｴｺｽｰﾊﾟｰﾊﾟｳﾁ 1.8KGX6","T20115","ﾃﾞﾀｰﾌｨﾙｴｺｽｰﾊﾟｰﾊﾟｳﾁ 1.8KGX6","1","CS"
"PM-5276292-911170","5276292","ｵｷｼｳﾞｨﾙ ﾌｧｲﾌﾞ 1.5LX2","911170","LBL ｵｷｼｳﾞｨﾙ ﾌｧｲﾌﾞ 1.5L","2","EA"
"PM-5276292-911180","5276292","ｵｷｼｳﾞｨﾙ ﾌｧｲﾌﾞ 1.5LX2","911180","LBL ｵｷｼｳﾞｨﾙ ﾌｧｲﾌﾞ 1.5LX2","1","EA"
"PM-DS040066-966025","DS040066","ｸﾘﾝｸﾛﾝ 12 20KGX1 QB","966025","CTN ｸﾘﾝｸﾛﾝ 12 20KG","1","EA"
"PM-DS040066-JB91","DS040066","ｸﾘﾝｸﾛﾝ 12 20KGX1 QB","JB91","BI 次亜 13% 食添","20","KG"
"PM-DS040066-933550","DS040066","ｸﾘﾝｸﾛﾝ 12 20KGX1 QB","933550","BTL 20L ﾊﾞｯｸｲﾝﾎﾞｯｸｽ(ｼﾞｱﾖｳ)","1","EA"
"PM-DS040066-941130","DS040066","ｸﾘﾝｸﾛﾝ 12 20KGX1 QB","941130","CAP 10・20L共用 BIB","1","EA"
"PM-5327213-911630","5327213","ｼｸﾞﾆﾁｬｰ 18.9LX1","911630","LBL ｼｸﾞﾆﾁｬｰ 18.9L","1","EA"
"PM-T20042-3004605","T20042","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 12KGX1","3004605","CAP 10Lｶﾞｽﾇｷｷｬｯﾌﾟｷｲﾛ","1","EA"
"PM-T20042-932550","T20042","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 12KGX1","932550","BTL 10Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","1","EA"
"PM-T20042-958955","T20042","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 12KGX1","958955","LBLｾﾝｼﾞｮｳｷﾌｳｲﾝｼｰﾙ ｱｵ ｼｰﾄ","1","EA"
"PM-T20042-911470","T20042","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 12KGX1","911470","LBL ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 12KG","1","EA"
"PM-T20042-TB88","T20042","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 12KGX1","TB88","BI ﾌﾟﾛﾎﾞｰｽﾄ","12.06","KG"
"PM-T20044-932540","T20044","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 24KGX1","932540","BTL 20Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","1","EA"
"PM-T20044-3460328","T20044","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 24KGX1","3460328","CAP C50A1(ELWｿﾌﾀｰ･ﾚｲﾝﾎﾞｰ)","1","EA"
"PM-T20044-958955","T20044","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 24KGX1","958955","LBLｾﾝｼﾞｮｳｷﾌｳｲﾝｼｰﾙ ｱｵ ｼｰﾄ","1","EA"
"PM-T20044-911480","T20044","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 24KGX1","911480","LBL ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 24KG","1","EA"
"PM-T20044-TB88","T20044","ﾌﾟﾛｾﾝﾃDWｴｷﾀｲｾﾝｻﾞｲ 24KGX1","TB88","BI ﾌﾟﾛﾎﾞｰｽﾄ","24.06","KG"
"PM-T20052-5379460","T20052","ﾌﾟﾛｾﾝﾃDWﾊﾟｳﾁｾﾝｻﾞｲ 2KGX8","5379460","POU ﾌﾟﾛｾﾝﾃDWﾊﾟｳﾁｾﾝｻﾞｲ 2KG","8","EA"
"PM-T20052-987240","T20052","ﾌﾟﾛｾﾝﾃDWﾊﾟｳﾁｾﾝｻﾞｲ 2KGX8","987240","CTN ﾌﾟﾛｾﾝﾃDWﾊﾟｳﾁｾﾝｻﾞｲ 2X8","1","EA"
"PM-T20052-JB38","T20052","ﾌﾟﾛｾﾝﾃDWﾊﾟｳﾁｾﾝｻﾞｲ 2KGX8","JB38","BI ｵﾌﾟﾁﾏﾑ DWC","16.24","KG"
"PM-T40244-933370","T40244","*ｳｨﾝﾀｰPD-4A 4KGX4*","933370","BTL ｳｨﾝﾀｰﾊﾙﾀｰ PD-4A 4KG","4","EA"
"PM-T40244-987250","T40244","*ｳｨﾝﾀｰPD-4A 4KGX4*","987250","CTN ｳｨﾝﾀｰﾊﾙﾀｰ PD-4A 4X4","1","EA"
"PM-T40244-TB22","T40244","*ｳｨﾝﾀｰPD-4A 4KGX4*","TB22","BI DS DETERFINE SUPER","16","KG"
"PM-T40244-920910","T40244","*ｳｨﾝﾀｰPD-4A 4KGX4*","920910","CAP DSﾎﾞﾄﾙ共用_ｽｲｶｲｼ","4","EA"
"PM-606-823983","606","BI ﾀﾞｲｷﾚｰﾄ GSX ﾁｭｳｶﾝﾀｲH","823983","ｷﾚｽﾄ CMG-40","0.8118","KG"
"PM-606-336700","606","BI ﾀﾞｲｷﾚｰﾄ GSX ﾁｭｳｶﾝﾀｲH","336700","WATER","0.1816","KG"
"PM-606-210349","606","BI ﾀﾞｲｷﾚｰﾄ GSX ﾁｭｳｶﾝﾀｲH","210349","ｿｶﾗﾝ CP12S(250KG) *41*","0.0066","KG"
"PM-T23508-JB19","T23508","ﾃﾞﾗｲﾑ 2KGX6","JB19","BI ｵﾌﾟﾁﾏﾑ281","12","KG"
"PM-T23508-933390","T23508","ﾃﾞﾗｲﾑ 2KGX6","933390","BTL ﾃﾞﾗｲﾑ 2KG(N)","6","EA"
"PM-T23508-987350","T23508","ﾃﾞﾗｲﾑ 2KGX6","987350","CTN ﾃﾞﾗｲﾑ 2KGX6","1","EA"
"PM-T23508-960340","T23508","ﾃﾞﾗｲﾑ 2KGX6","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","6","EA"
"PM-223-336700","223","BI ﾊﾟﾝｹﾚｰﾄ MS6","336700","WATER","0.38814","KG"
"PM-223-894340","223","BI ﾊﾟﾝｹﾚｰﾄ MS6","894340","ﾘﾝ酸75%(DLC) (10ﾄﾝﾛｰﾘｰ)","0.575","KG"
"PM-223-342792","223","BI ﾊﾟﾝｹﾚｰﾄ MS6","342792","GLYCOLIC ACID 70%(250KG) *26*","0.03686","KG"
"PM-T21582-TB90","T21582","ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰSW 2KGX6","TB90","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰSW","12","KG"
"PM-T21582-962450","T21582","ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰSW 2KGX6","962450","POU ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰSW 2KG","6","EA"
"PM-T21582-5559701","T21582","ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰSW 2KGX6","5559701","CTN ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰSW 2X6","1","EA"
"PM-T30090-963050","T30090","ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲEX550MLX12","963050","FLM ｻﾆｯｼｭ 550ML ﾐｼﾝﾒ","12","EA"
"PM-T30090-933440","T30090","ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲEX550MLX12","933440","BTL ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲ EX 550ML","12","EA"
"PM-T30090-993130","T30090","ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲEX550MLX12","993130","TRG ｷﾘﾄﾘｶﾞｰ 95G16 ｱｶ/ｼﾛ LB=195","12","EA"
"PM-T30090-987570","T30090","ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲEX550MLX12","987570","CTN ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲ EX 550X12","1","EA"
"PM-T30090-612660","T30090","ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲEX550MLX12","612660","BI ★ｱﾙｺｰﾙ除菌剤EX","6.276","KG"
"PM-T31604-TB81","T31604","ｽﾄｱｰｽｰﾊﾟｰﾌﾞﾘｰﾁ  5LX3","TB81","BI ｽｰﾊﾟｰﾌﾞﾘｰﾁ","15","KG"
"PM-T31604-5604701","T31604","ｽﾄｱｰｽｰﾊﾟｰﾌﾞﾘｰﾁ  5LX3","5604701","CTN ｽﾄｱｽｰﾊﾟｰﾌﾞﾘｰﾁ  5LX3","1","EA"
